review,rating,clean_review,sentiment
very useful thanks KAI Acces,5,very useful thanks kai acces,positive
Aplikasi sangat membantu,5,aplikasi sangat bantu,positive
"Bedakan mana jualan tiket dan mana jualan receh-recehan.. fokus aja sama penjualan tiket dan segala hal yang bersangkutan langsung dengan KAI, jangan segala diambil, jual tiket hotel pulsa pln paket data entertainment sudah ada ranahnya masing2.. rasanya jadi gak simple lagi ini access by KAI dan saking gak fokus nya penjualan tiket banyak eror ini aplikasi sering time out, masalah pembayaran kaipay, qris gak muncul.. Mohon segera diperbaiki lagi terimakasih.. Manajemen mana nih manajemen!!!",3,beda mana jual tiket mana jual recehrecehan fokus aja sama jual tiket segala yang sangkut langsung kai jangan segala ambil jual tiket hotel pulsa pln paket data entertainment ada ranah masing rasa jadi gak simple access by kai saking gak fokus nya jual tiket banyak eror ini aplikasi sering time out masalah bayar kaipay qris gak muncul mohon segera baik terimakasih manajemen mana nih manajemen,neutral
pelayanannya cepat dan mantap,5,layan cepat mantap,positive
"aplikasi lelet, gak sebagus dulu",1,aplikasi lelet gak bagus dulu,negative
min ini kenapa lagi toh dari jam 00.00 saya buka aplikasi kok dalam pemeliharaan terus. dan ini saya beli tiketnya gimana?,2,min kenapa toh jam buka aplikasi kok pelihara terus ini beli tiket gimana,negative
baik,5,baik,positive
"keren banget,jd gak usah jauh jauh Dateng ke loket",5,keren bangetjd gak usah jauh jauh dateng loket,positive
selalu nge bug.. dari tahun ke tahun ga ada perbaikan. gini mulu. padahal kereta lokal sekarang ga bisa beli di stasiun.belinya online.. Kenapa kalian ga berbenah yang betul. jengkelin. bahkan pembayaran ter debet 2 kali saking error nya aplikasi ini. makin lama makin jelek aja kualitasnya,1,selalu nge bug tahun tahun ga baik gin mulu padahal kereta lokal sekarang ga beli stasiunbelinya online kalian ga benah betul jengkelin bahkan bayar ter debet kali saking error nya aplikasi makin lama makin jelek aja kualitas,negative
Setiap tahun langganan error sudah mantengin dari 23.55 sampe 00.01 giliran mau input kursi invalid terusss sampe 00.30 masih invalid dan ujung² tiket habiss!!! ini tiap tahun kendalanya seperti ini teruss tolong lah KAI diperbaiki sistemnyaa,1,tahun langgan error mantengin sampe gilir mau input kursi invalid terusss sampe invalid ujung tiket habiss tiap tahun kendala ini teruss lah kai baik sistemnyaa,negative
"apacoba, tiket baru keluar, belum sempet beli masa udah habis, baru jam 8 loh, mau beli ketiduran malah udah habis, heran, mana pas tengah malam server down banget, delay banget gillaaaa",1,apacoba tiket baru keluar sempet beli masa udah habis baru jam loh mau beli tidur malah udah habis heran mana pas tengah malam server down banget delay banget gillaaaa,negative
kai lain kali perbesar server lah aku mau pulang dari Surabaya ke malang dari jam 12 Sampek sekerang gak dapet tiket pliss lah,1,kai kali besar server lah aku mau pulang surabaya malang jam sampek kerang gak dapet tiket pliss lah,negative
"benerin dulu servernya, data & wifi lancar lancar aja kok malah invalid, gjls",1,benerin dulu servernya data wifi lancar lancar aja kok malah invalid gjls,negative
lebih baik kedepannya perihal kecepatan sistem,3,lebih baik depan perihal cepat sistem,neutral
aplikasi nya lemot banget,2,aplikasi nya lot banget,negative
"perbaiki aplikasi ini, pesan selalu gagal server terus padahal sinyal bagus",1,baik aplikasi pesan selalu gagal server terus padahal sinyal bagus,negative
aplikasi lemot,1,aplikasi lot,negative
mau pesen sering eror,1,mau sen sering eror,negative
"4 kata, APLIKASI KAI SANGAT BURUK",1,kata aplikasi kai sangat buruk,negative
benahi server,4,benah server,positive
"aplikasi lemot, mau bayar pun susah",1,aplikasi lot mau bayar susah,negative
ngelag buat pesen tiket nya ngelag parah gangguan terus,1,ngelag buat sen tiket nya ngelag parah ganggu terus,negative
apk error trs padahal war tiket jam 00.00 invailid trs,1,apk error trs padahal war tiket jam invailid trs,negative
"aplikasi lemot, mau bayar aja susah banget sihhhh",1,aplikasi lot mau bayar aja susah banget sihhhh,negative
So far so good,4,so far so good,positive
"saran aku agar servernya ndak down karena kebanyakan orang yg masuk domain, mending servernya diperluas aja agar dapat lebih banyak menampung aktivitas di dalamnya",5,saran aku servernya ndak down banyak orang yg masuk domain mending servernya luas aja dapat lebih banyak tampung aktivitas dalam,positive
"aplikasi di kuasai Calo, ga nyaman saya sebagai penguna, meresahkan",1,aplikasi kuasa calo ga nyaman bagai penguna resah,negative
terima kasih PT KAI Indonesia,5,terima kasih pt kai indonesia,positive
mantappp,5,mantappp,positive
ok,5,,positive
"semoga saya dape tiket mudik besok malem, belum dapet",5,moga dape tiket mudik besok malem dapet,positive
mudah2an di akses,5,mudah akses,positive
cocok buat pesen tiket untuk pulang kampung/mudik kerja,4,cocok buat sen tiket pulang kampungmudik kerja,positive
lebih mudah memesan tiket kereta api cukup di rumah saja,5,lebih mudah mes tiket kereta api cukup rumah,positive
👍🇮🇩,5,,positive
aplikasi saat di lakukan pengisian untuk data diri akun basic selalu mengulang dr awal lagi,3,aplikasi di laku isi data diri akun basic selalu ulang dr awal,neutral
"baik tapi, bug",5,baik bug,positive
sering ngebug kadang ga muncul jadwalnya,1,sering ngebug kadang ga muncul jadwal,negative
sangat bagus,5,sangat bagus,positive
fitur tidak mudah digunakan.,1,fitur mudah guna,negative
aplikasi error mulu,1,aplikasi error mulu,negative
"tahun ini dapet kursi pisah"" ,kursi jatah cuma 4 ,parah bnget ,mohon bisa d tinjau ulang untuk taun depan",3,tahun dapet kursi pisah kursi jatah cuma parah bnget mohon d tinjau ulang taun depan,neutral
error saat pembatalan tiket,1,error batal tiket,negative
"data jadwal kereta tidak tersedia bahkan data jadwal kereta yang sudah penuh, aplikasi aneh",1,data jadwal kereta sedia bahkan data jadwal kereta sudah penuh aplikasi aneh,negative
Good job apk,5,good job apk,positive
semakin di update kok data jadwalnya malah kosong terus,1,makin update kok data jadwal malah kosong terus,negative
"kereta padang pariaman, jual tiket berdiri tapi g ada pegangan, kan gob***",2,kereta padang pariaman jual tiket diri g pegang kan gob,negative
senang,5,senang,positive
aplikasi tidak bagus terkadangsering error bikin pelanggan atau konsumen susah memesan tiket ka,1,aplikasi bagus terkadangsering error bikin langgan konsumen susah mes tiket ka,negative
Jaya selalu KAI,5,jaya selalu kai,positive
good service,5,good service,positive
bagus banget,5,bagus banget,positive
aplikasi yg sangat cepat di proses,5,aplikasi yg sangat cepat proses,positive
"update Mulu tapi informasi mengenai KA yang tersedia di setiap tanggal tidak bisa di tampilkan,GK mungkin juga setiap geser tanggal pemesanan selalu habis terus pasti ada kalanya penumpang sepi.tiap Minggu maintenance server tapi gak ada perubahan nya.",1,update mulu informasi kena ka sedia tiap tanggal bisa tampilkangk mungkin tiap geser tanggal mesan selalu habis terus kala tumpang sepitiap minggu maintenance server gak ada ubah nya,negative
"payah, ditingkatkan lg dong aplikasinya",1,payah tingkat lg dong aplikasi,negative
terbaiiikkk,5,terbaiiikkk,positive
trus berkarya Dan meningkatkan terus layanan on line yg lebih prima Dan mudah. tanks,5,trus karya tingkat terus layan on line yg lebih prima mudah tanks,positive
sangatt baik dan sangatt membantuu,5,sangatt baik sangatt membantuu,positive
"DI STASIUN KAI SIMPANG HARU KOTA PADANG, OJOL /OJEK MENGANTARKAN / MENJEMPUT PENUMPANG SAJA HARUS BYAR PARKIR 2000/ X MASUK,,, SUDAH KETENTUAN PJKA KATA PETUGAS",1,stasiun kai simpang haru kota padang ojol ojek antar jemput tumpang harus byar parkir x masuk tentu pjka kata tugas,negative
jumlah pembelian tiket online di batasi masak cuma 4 orang untuk 1 transaksi,1,jumlah beli tiket online batas masak cuma orang transaksi,negative
sangat mudah dan sangat membantu,5,sangat mudah sangat bantu,positive
Alhamdulillah.. commuter line.. pelajaran nya sangat Prima... mantap...!!!,5,alhamdulillah commuter line ajar nya sangat prima mantap,positive
Sangat membantu,5,sangat bantu,positive
bayarnya ga bisa ngelink ke shopee payah...,3,bayar ga ngelink shopee payah,neutral
kenapa cepet hbis trus jm 12 lemot nya masya allah,4,cepet hbis trus jm lot nya masya allah,positive
"Terlalu dipersulit untuk mendapat tiket,makin lama makin ribet",1,terlalu sulit dapat tiketmakin lama makin ribet,negative
tolong untuk sistem nya diperhatikan lagi ... jikalau sudah tidak mendapatkan tempat duduk itu pas pesan usahakan ditampilkan jangan pas udah bayar ada keterangan tidak ada tempat duduk kan repot sendiri ... apalagi bawa lansia juga kasihan kalau berdiri terlalu lama di gerbong,5,untuk sistem nya perhati jikalau dapat tempat duduk pas pesan usaha tampil jangan pas udah bayar terang tidak ada tempat duduk kan repot sendiri bawa lansia kasihan kalau diri terlalu lama gerbong,positive
aplikasi lambat respon,3,aplikasi lambat respon,neutral
"aplikasi letoiiiii kata e mempermudah nyatanya mempersulit.. . Betapa susahnya cari tiketnya padahal sudah jam 12.00 cuman loading mau pilih kursi.. .setelah loading cari lagi kursi sudah habis untuk yg lokal.. .kog bisa retingnya bintang 4,8",1,aplikasi letoiiiii kata e mudah nyata sulit betapa susah cari tiket padahal jam cuman loading mau pilih kursi loading cari kursi habis yg lokal kog retingnya bintang,negative
sulit pesen tiketmya,1,sulit sen tiketmya,negative
"aplikasi terparah ini,masa setiap kali mau war tiket selalu dalam perbaikan alhasil gak dapat tiket...jadi percuma juga punya aplikasi ini!!!",1,aplikasi parah inimasa kali mau war tiket selalu baik alhasil gak tiketjadi percuma punya aplikasi,negative
"ini knp sy gk bisa akses masuk, makin kesini menjengkelkan mana tiket udah D co",3,knp sy gk akses masuk makin kesini jengkel mana tiket udah d co,neutral
sippp,5,sippp,positive
LELETTTTTTT ....,1,lelettttttt,negative
bobrok,1,bobrok,negative
"habis di update kenapa susah banget sampa uninstall, harusnya klo udah instal versi terbaru ga si kenapa harus perlu update lagi",1,habis update susah banget sampa uninstall harus klo udah instal versi baru ga si harus perlu update,negative
"aplikasi lemot, udah pesen tiket kursi, malah keluar. mana lemot banget servernya",1,aplikasi lot udah sen tiket kursi malah keluar mana lot banget servernya,negative
makasih keren kai,5,makasih keren kai,positive
punya pemerintah emang sering erornya,1,punya perintah emang sering eror,negative
"ini kenapa ya saat jam 12 malam buat booking dari gubeng ke blitar selalu gk kebuka (warna abu abu), ini servernya penuh atau gimana? sudah 3 hari tidak pesan tiket. Lalu ada tulisan ""Jadwal Kereta Tidak Tersedia"" padahal saya sudah klik untuk menampilkan tiket yg sudah habis dan kosong tetap ada tulisan itu tadi. sangat mengecewakan, sama kalo tanpa kursi itu bisa pesan ya? kenapa ini gk bisa ""seat not available"",DAN SAAT BISA KENAPA ADA PEMBERITAHUAN ""INVALID SERVER RESPONSE""??? INI KENAPA WOI",4,jam malam buat booking gubeng blitar selalu gk buka warna abu abu servernya penuh gimana hari pesan tiket lalu tulis jadwal kereta sedia padahal klik tampil tiket yg sudah habis kosong tetap tulis tadi sangat kecewa sama kalo kursi pesan kenapa gk bisa seat not availabledan saat bisa kenapa ada pemberitahuan invalid server response kenapa woi,positive
"aplikasi geblek! bug nya kacau banget! ntr tersedia tiket, ntr udah abis. gitu aja terus, blog.",1,aplikasi geblek bug nya kacau banget ntr sedia tiket ntr udah abis gitu aja terus blog,negative
"aplikasi lemot,sudah klik malah error terus tidak bisa merespon jaringan padahal pakai wifi akhirnya tidak dapat kursi/kursi sudah terisi",1,aplikasi lemotsudah klik malah error terus bisa merespon jaring padahal pakai wifi akhir dapat kursikursi isi,negative
"server erorr , lemot parah , prlu prbaikan",1,server erorr lot parah prlu prbaikan,negative
Tahun Ini Bugnya Paling Parahhhhhhhhh,1,tahun bugnya paling parahhhhhhhhh,negative
application t4i udah di update gk bisa beli tiket tllol,1,application ti udah update gk beli tiket tllol,negative
"ngebug mulu, itu tiket tidak tersedia terus, sistem load nya benerin, jumlah tampung akses tambahin",1,ngebug mulu tiket sedia terus sistem load nya benerin jumlah tampung akses tambahin,negative
"setelah di update malah dipake buat pesen tiket tulisan nya tidak ada jadwal truss , sekali ada malah time out mulu lama-lama malah tambah rusakk apk nya",1,di update malah dipake buat sen tiket tulis nya jadwal truss sekali ada malah time out mulu lamalama malah tambah rusakk apk nya,negative
kenapa saat dibutuhkan malah ngebug aplikasinya gak bisa digunakan,1,saat butuh malah ngebug aplikasi gak guna,negative
setiap musim libur kenapa selalu down sistemnya? dan selalu berulang terus,2,musim libur selalu down sistem selalu ulang terus,negative
"apk banyak bug, masa jam 12 gak ada yg jaga di server",5,apk banyak bug masa jam gak yg jaga server,positive
yang buat serfer akses ini sangat membuat emosi konsumen..... setiap hari besar... pasti sangat sulit masuk dan dapatkan tiket..... paling jawabanya signal.... sekelas BUMN iT nya sangat ndomble.....,1,buat serfer akses sangat buat emosi konsumen hari besar sangat sulit masuk dapat tiket paling jawabanya signal kelas bumn it nya sangat ndomble,negative
"aplikasi paling buruk, bahkan sangat2 buruk buat semuanya... pesanan muter2 aja,huft...",1,aplikasi paling buruk bahkan sangat buruk buat semua pesan muter ajahuft,negative
aplikasi kurang Joss terlalu lama pas war tiket,1,aplikasi kurang joss terlalu lama pas war tiket,negative
susahh banget pesen tiket udah di tunggu2 sampek jam 12 masih erorrr terusss,2,susahh banget sen tiket udah tunggu sampek jam erorrr terusss,negative
jam 00.00 sudah mulai war tiket eh sampek jam 01.00 aplikasi bobrok gak bisa digunakan erorr terus mbok ya di benahi bikin naik darah terus,1,jam mulai war tiket eh sampek jam aplikasi bobrok gak guna erorr terus mbok di benah bikin naik darah terus,negative
"customer service nya ga berguna tidak membantu apa², dan pada saat membeli tiket,(server no respon) tolong di perbaiki systemnya kan slogan (makin melayani)!",1,customer service nya ga guna bantu apa pada beli tiketserver no respon di baik systemnya kan slogan makin layan,negative
sumpahh buruk SEKALEEE,1,sumpahh buruk sekaleee,negative
"Aplikasi KAI ini bagus sebenernya, cuma kebanyakan fitur loading page nya, lamaa bgt meskipun jaringan ku udah stabil. war tiket pakek 2 hp aja kebanyakan loading. tiba2 gaada seat nya. tiba2 habis tiketnya. ga konsisten bgt. di sisi lain, pemesanan tiket lokal cuma bisa lewat apk ini. kebanyakan pop up sesuai atau nggak sering eror pula aplikasinya. padahal kereta termasuk transportasi umum paling favoritku dan ramah bgt buat perempuan kek aku yg sering berpergian luar kota.",1,aplikasi kai bagus sebenernya cuma banyak fitur loading page nya lamaa bgt meski jaring ku udah stabil war tiket pakek hp aja banyak loading tiba gaada seat nya tiba habis tiket ga konsisten bgt sisi mesan tiket lokal cuma lewat apk banyak pop up sesuai nggak sering eror aplikasi padahal kereta masuk transportasi umum paling favorit ramah bgt buat perempuan kek aku yg sering pergi luar kota,negative
nge war tiket aja bosokk nge hang truss,1,nge war tiket aja bosokk nge hang truss,negative
"buat beli tiket susah amat yak, loading terus ujung²nya gagal. ini uda war dr jam 00.00",1,buat beli tiket susah yak loading terus ujung nya gagal uda war dr jam,negative
"makin kesini makin ancur aja ni aplikasi,, diupgrade bukan malah lebih baik malah lebih lelet....👎👎👎 harusnya kalian punya nilai plus secara fasilitas d lapangan....👎👎👎",1,makin kesini makin ancur aja ni aplikasi diupgrade bukan malah lebih baik malah lebih lelet harus kalian punya nilai plus fasilitas d lapang,negative
