review,rating
"minnn kok ini kalo pesen 3 tiket gabisa sih min, malah ga muncul jdwalnyaa mohon bantuannya biar mempermudah pesen tiket",2
apk kaya apa ini susah sekali buat pesan tiket aja susah padahal sinyal bagus,1
aplikasinya bagus tapi di bagian pembayaran nya terbatas tolong di tambah pembayaran lagi terima kasih,5
makin ampas gini ye,1
"hari ini mau pesan tiket, jadwal tidak tersedia terus, padahal sudah di refresh terus hampir 2 jam aplikasi tidak bisa di gunakan",5
goog job kai,5
👍👍👍👍👍,5
buruk sekali sekarang . mau lihat jadwal kereta aja loading terus-menerus. dan akhirnya muncul tidak ada jadwal atau tidak ada keberangkatan setelah saya hapus data dan kembali melihat jadwal baru tersedia muncul tolong diperbaiki kenyamanan aplikasinya . jujur mulai memburuk setiap update,1
"buka kai acces dari 1 jam sebelom boarding malah gabisa, error terus, tiba2 e-boarding pass berubah jadi 0.0 jam sebelum keberangkatan baru bisa dicetak itupun ga keluar2 nama penumpangnya yg mau dicetak e-boarding passnya, biasanya 2 jam sebelum keberangkatan udah bisa loh??? udah dm ig kai ga ada tanggapan???padahal lg buru2 ngejar kereta biar ga ketinggalan. giliran pesan tiket suruh buru2 giliran udah hari h nya gaberfungsi. baru kali ini kecewa sm kai",1
"server dikit,penuh dikit langsung dikasih antrean, padahal cuma mau liat jadwal hari itu juga malah di suruh nunggu brp menit",3
baik,4
"Minta tolong securitynya sering ngecek, dikereta pramek banyak ibu-ibu yg membawa bayi tidak dapat tempat duduk, tolong diperhatikan! soalnya banyak laki-laki yg tidak mau mengalah",5
tolong untuk metode pembayaran lewat e-wallet sediakan untuk aplikasi DANA🙏 dan kekurangan dari aplikasi ini di metode pembayaran nya yg terbatas,3
"siiip, mempermudah transaksi",5
kenapa sya buka gk bisa,5
Terbaik pokoknya mah 🫡🫡🫡,5
baik,4
mantap,5
sangat membantu,5
aplikasi yang sangat mudah & membantu untuk memesan tiket kereta,5
"Perbaiki bug nya !! Ketersediaan tiket tidak konsisten/stabil. Sebelumnya dicek ada, beberapa saat kemudian tidak ada. Setelah restart muncul lagi ketersediaannya, tapi waktu back menu sebelumnya terus cek lagi hilang lagi.",1
yg bener aja ga bisa booking tiket 1 per 1 (misalkan saya mesen tiket 3 tpi tujuan sama dan 1 per 1 untuk di bagikan ke yg lain).,2
"Sumpah Gedeg dan kezelll bgtt, masa mau pesen tiket waktu jam 00.00 selalu ada gangguan/error. Jadinya kan aku kehabisan tiket trs kalau begitu caranya, dan ga hanya aku yg mengalami hal yg sama bahkan temen² juga. Terus ya masa aku dah bayar tiketnya tiba' ga ada notif pembayaran dan tiket ku blm terbayar pdhl kan udh. Masa transportasi elit aplikasi SULIT. Udh rela begadang demi war tiket ujung² nya jg tetep kehabisan tiket. Hdeuhhh mending aplikasi apus aja ga guna tau ga.",2
"KALO LAGI WAR TENGAH MALEM TU JANGAN EROR, TRUS TIBA-TIBA UDAH PENUH AJA. EMOSI BGTT. Kalo banyak yang kritik tu diperbaiki, banyak yang mengalami kejadian sama. Aku war tiket SAMPE 1 JAM LEBIH tapi tetep ga dapet tiket!!!!!",1
kyk telek,1
kecewa dengan pihak KAI penyediaan tiket yg GK masuk akal mau naik kereta dari Kotabumi ke tanjung karang saja susah bangett. pada hal sudah pesen dari jam 00.00 masih aja GK dapet,2
apk nya agak lemot pdhl mau cepet cepet beli tiket,3
aplikasinya bagus tapi tolong lebih d tingkatkat masalah koneksi apalagi klo jam jam awal selalu susah buat masuk k pembayaran,5
SERVERMU BELUM SIAP BUAT WAR TIKET.. MENGECEWAKAN...!!!!!!,1
"aplikasi sampah sesampah sampahnya. kalo belum siap online. gausah sok Sokan online, server gak respon, tiap mau beli error terus, wifi bagus, tapi tetep gabisa,. mending pensiun aja",1
Tolong untuk jam malam server tolong diperbaiki! Sering lemot dan kadang gak keluar jadwal keretanya,1
"jelek banget, server sering error. tolong diperbaiki",1
"tolong dong masalah eror ni udaa 1 tahun kek gini terus masa udaa dapet tiket malah gabisa ke tahap selanjutnya padahal tiket masi tersedia, dan saat pemesanan selalu saja eror mulu ni aplikasi, mau di jadwal sibuk maupun jadwal yang ga sibuk,. udaa 1 tahun kek gini terus terutama di daerah sumatra",1
"bagus,cm disaat sudah mau pesan itu gimana slalu slow respon trs. sampai kehabisan...",4
"harusnya aplikasi ini tidak cocok untuk mendapatkan bintang meskipun hanya 1. saya sudah tidak bisa lagi menggunakannya. login tidak bisa, lemot sekali, dan tiba-tiba selalu failed data. kalau update harus nya menjadi lebih baik dan efisien, bukan makin buruk dan mempersulit.",1
"bagus... lebih cepatm. tapi membutuhkan internet nya untuk war tiket, tolong di perbaiki lagi... mungkin sedikit lebih bisa di stabilkan... karena internet saya sudah full.. dn memakai kartu indo*sat. tetap tidka bisa membeli tiket. loading nya juga sangat lama.",5
"server kebanyakan error, mohon untuk segera diperbaiki",4
"kenapa ya apk saya selalu eror, ga seperti sebelumnya",1
"perbaiki dulu pembelian tiket di saat pergantian hari, server selalu penuh.",1
"baru jam 00.00 dah habis ludes mau ke balam, banyak banget calo tiket kayaknya",1
tolong servernya diperluas/diperbaiki,1
"server gampang down, mau batalkan pesanan ga bisa",1
bagus sih tapi kenapa harus ada member basic yg GK bisa diakses buat persulit penguna,1
"saya kasi bintang 1 krna apk ny mnurut saya jelek bgt, masa cuma antar kota aja nyari stasiun nya sampe Berjam"" tetap GK ketemu, dimasukin nama kota juga enggk ada, padahal dari stasiun Medan atau bandar Khalifah ke stasiun perlanaan (Simalungun) sampe searching ke google bolak balek, eh tetiba pas di cek lagi muncul itu stasiun nya dan jadwalnya, trus pas mau cek lagi malah GK muncul semua jadwalnya, subhanallah banget bobroknya apk ini, aneh !! tolong perbaiki dong.",1
hayoh we loginnnn🤓,2
sangat membantu utk pemesanan tiket KAI,5
"error handlernya perlu diperhatikan lagi, soalnya malah ngasih socket back end nya",3
lebih ditingkatkan demi kebaikan,4
mantap.. sat set... semua menjadi mudah dg KQI Access,5
loading sampe ketinggalan,1
"setelah update jadi full loading, bagus sebelum update",1
sangat memuaskan,5
mantab,5
nice so,5
susah amat dapet tiketnya,2
sekarang kok tiap mau lihat jadwal kereta sering tidak bisa ya.,5
sejak update app untuk lebaran. app sering banget nge bug error. g mau tampilin jadwal. jadi g bisa mantau buat cari tiket. sm cs dimnta logout dn login lagi. tp cm kebatas 5x dalam satu jam. downgrade ini.,1
gagal terus daftar akun basic!!!,1
puas,5
"Biaya top up saldo terlalu mahal Rp. 2900, gimana kalau kita top up 6 anggota keluarga, sy menyarankan tmn2 scan e-toll aja atau e-card yg bisa diterima oleh KAI.",3
selalu memudahkan segala layanan,5
"Siang ini, bertepatan dengan H1 Lebaran 2026, saya beserta Ibu saya yang berusia 88 tahun & kakak yang berusia 66 tahun, menggunakan kereta api dari stasiun Madiun ke stasiun Solo Balapan. Ibu saya menggunakan kursi roda & membutuhkan bantuan untuk naik ke gerbong. Para petugas KAI di Stasiun Madiun maupun Solo Balapan, stand by & dengan sigap membantu kami sehingga perjalanan menjadi lebih mudah & menyenangkan. Terima kasih banyak kepada PT. KAI & semua petugas untuk pelayanan yang excellent.",5
auruh upgrade member pas masukin otp error aneh g mau di beli apa gmn?,1
bagus pelayanannya,4
"eror trus kalo lgi rebutannnnn, gilaaa",1
goood,5
good,5
baik,5
saat melakukan isi saldo kartu kmt tidak bisa dan hanya stuck di layar pembayaran. sudah menekan tombol lanjutkan namun layar tidak berubah ataupun saldo tidak bertambah,3
kenapa ga bisa bisa upgrade ke member basic. waktu di verifikasi otp cuma loading doang ga keluar keluar,3
tepat,5
mantap,5
"untuk penjualan tiketnya aneh, masa mau beli tiket sebulan kedepan udah ngga ada tapi giliran udah beberapa hari lagi ada tapi cuma sedikit padahal saya mau beli sekeluarga. untuk ketersediaan tiketnya untuk lebih transparan lagi!!!",1
"gatau kenapa KAI ACCESS saya setiap ngecek tiket di aplikasi selalu ga muncul, padahal di Web booking.kai.id bisa bisa aja, APK RUSAKKKK",1
daftar basic udah kirim OTP gagal mulu. KAI sampah,1
"sangat terbantu sekali,aplikasi mantab",5
"kerennnnn banget aplikasinya, user friendly, mesen atau refund mudah bangettt😍",5
"aplikasinya bagus si, tapi sering eror. apalagi sering bgt ada tulisan no seat available padahal tiketnya masih ada.",3
"Sangat disayangkan, terdapat bug pada sistem yang mengakibatkan tidak adanya update tiket secara real time. Tidak tertulis apakah terdapat seat atau tidak, dan ketika ingin mencoba keluar, langsung terhitung memesan tiket dengan tagihan 0, sehingga tidak dapat melakukan pembayaran dan tidak dapat membatalkan pesanan. Tolong segera diperbaiki. Terimakasih.",1
kenapa sih kok selalu sulit bgt pesennya pas hari raya,2
"war tiket 00:00 WIB dibuka, 00:01 WIB udah ga bisa lagi mesen... seluruh tiket abis, luar biasa.... orang kaya ga masukin data lagi mau mesen",1
aplikasi swring teobel ga jelas,2
Tidak bisa di akses??,5
cukup membantu,5
Good,4
dari tadi mau login gabisa bisa gila kali,1
Mantap,5
aplikasi tolol,1
kadang tiker tersedia kadang engga,4
keren,5
masa gak bisa tiket KA lokal untuk 5 orang. kalo suami istri dah 2 orang. sama anak 3 atau 4 gimana. aneh2 aja. di saat yg lain membuka pelayanan. ini malah batasi pelayanan secara exream,1
mantap mempermudah pelanggan,5
bagus,5
Bagus,5
mau bayar tiket tapi susah diklik,3
metode pembayaran kadang ga bisa pake Spay,3
"tolong dong ini saya mau daftar jadi member basicc kaga bisa bisa, padahal udh dii isi bener tolong dong udh berapa kali daftar member basiic bacaan nya login dr gmail gada yg masuk ke Gmail... tolong dong diperbaiki lagi sistem nya",1
"Mau melakukan pembayaran aja susah banget, dicoba berkali-kali ga bisa terus. Mau dibatalkan ga bisa. Coba pesan lagi juga ga bisa.",1
praktis,5
aman,4
👮,5
apk bagus mudah digunakan,5
jos,5
"sudah dari lama mendaftar, begitu mau melengkapi daftar diri dan kode otp sudah saya masukkan kenapa begitu di pencet lanjutkan malah loading lama terus mulai dari awal puasa saya coba sampai sekarang nggak tau sudah berapa kali saya masukkan kode otp tetep aja loading lama terus ini gimana ya saya nggak bisa melengkapin data diri saya.",1
good job,5
"ngisi saldo kaipay TPI GK masuk ,tolong dibenahi lagi ya",1
mantap,5
udah beerapa kali konek shopee pay tp gagal. udah tu penumpang reduksi kadang bisa kadang gak. laganan makanan juga kalo belum aktif jangan dimasukkan ke aplikasi. saran perbaikan aplikasi aja. dan pastikan keamanan ewalet user ya.,3
okey,5
SANGAT MEMBANTU,5
bagus,5
"tidak ada peningkatan dari dulu, server selalu down terus, padahal msi ada 10 seat tapi pas dibeli no seat available, apasih!????",1
"KAI bagian publikasi tolong artikelnya diperbaharui, jangan makan gaji buta. Kebanyakan artikelnya sudah tahun lalu semua, jangan remehkan masyarakat, masyarakat juga banyak yang rajin membaca. Fungsikan aplikasi KAI sebagai sarana untuk berkembang lebih baik lagi, semangat dan jangan dipersulit dengan malas.",2
makasih,5
"masa ga ada jadwak kereta yg tersedia, perbaikin lah",1
"mantab, terimakasih kai... sukses selalu kai top",5
aplikasi yang sangat membantu tapi keseringan minta update,5
kenapa kreta Airlangga untuk booking 22 Maret di up. nya jam 00.20...??,4
mantap,5
plis ka di mudahkan lah pembatalan tiketnya makasih,5
"tiket kotabumi blm 1 menit langung sold out, hebat bangget.",1
"gak bisa beli padahal ada seat, muncul note: no seat afailable.",3
"aplikasi yang sangat buruk. masa cuma satu kesalahan memasukkan kata sandi, akun di lock satu jam apa2an ini. aplikasi SAMPAH !!",1
so far so good,5
sgt bagus,5
aplikasi gg,1
mudah dan simpel,5
mudik allhamdulilah,5
saya sudah beli tiket saldo pun sudah kepotong pas cek di menu TIKET SAYA kok belum ada tiket yang tersimpan?? padahal saldo saya sudah kepotong dan ketika mau cek tiket juga loading lama..,2
"sdh baik ,akan tetapi harus tetap mencari improvment yg baik lagi atas layanan Ke konsumen",5
respon sangat baik,5
sering eror,3
rute sering hilang tidak ada jadwal muncul,2
oke,5
ok,5
sangat mudah tak perlu antri,5
kualanamu ke medan jm 21:10-21:54. medan ke binjai 21:15-21:37..😢kok gk jm 21:54 lewat sih..dari medan ke binjai. kan gini gk bisa pulang.. untuk jdwal tgl 22 maret. tolong update dong min. kno-mdn. mdn-ke binjai.,4
admin nya ga ngotak cuy,1
PESEN TIKET KOK MALAH LOADING PARAHHHHH DARI DULU PENYAKITNYA SAMA GAK PERNAH LEBIH BAIK,1
good,5
membantu sekali,5
pesan tiket sangat mudah dengan menggunakan aplikasi acces by KAI,5
"Sangat memudahkan, best for KAI",5
Good.,5
service ok,4
goood,5
pembayaran lewat shopeepay aneh seperti bug 2 kali kaya gini apk aneh,1
sering eror! mohon di perbaiki,1
cepat dlm pemesanan tiket....sangat membantu,5
"sering eror ya, tinggal bayar tiba tiba keluar sendiri, trs dialihkan ke tulisan selesaikan pembayaran tapi ga bisa dipencet, jadi bayarnya lewat mana? mau dibatalin ga bisa harus nunggu sisa waktu bayar habis, sekalinya nunggu tiket kereta lokalnya udh habis emg harus diperbaiki lagi sistemnya ini apalagi pembayaran yg lewat ovo & shopeepay, sering keluar sendiri",1
kalo sering dibuka cek jadwal kereta luar kota tiba2 jadwal ga ada lgi untuk semua tgl,2
"Nyusahin banget, kalo misal pesennya sekarang maksimal 4, yaaaa minimal gak usah dipisah tempat duduknya🥴 Stresss bgt sistem masa lebaran ini.",1
"gak jelas, apk banyak pembaruan yang justru bikin ribet",1
"Apa ini delay ga sesuai jadwal di tiket, masa ga profesional perkara ngalah sama kereta lain",1
useful! superb apps,5
"tolong banget ini mah kalo pembaruan tu makin bagus, bukan makin bosok😭",1
ptaktis dan sangat membantu,5
"di hp saya saat ini tidak bisa dibuka, sebelumnya bisa dipakai Untuk pemesanan ticket,hp saya merk Oppo type A17, mohon dibantu, Karena saya hampir tiap hari menggunakan jasa kereta api Indonesia",1
ini knpa skrng gabsa pesen tiket yaa katnya lg pemeliharaan,3
"dari kecil terbiasa naik kereta sejak tahun 1980an, jadi faham perkembangan pertiket ka an, pake aplikasi ini sangat mempermudah 👍",5
"sangat membantu apk ini, tp hp sy bukan os 8 jadi tdk bisa meng update apk ini, dan sdh tdk bisa bookkng tiket disini, kalo sy harus ganti hp lg hanya krn utk update ini, sungguh terlalu, sdg hp sy masih bisa digunakan utk yg lain nya, saran sy jgn tll tinggi lah kalo apk untuk umum, jd sy kasih bintang 2 aja lah",2
"apk ini sangat buruk sekali, selalu minta diulang2 bhkn sdh smp pembayaran gagal terus.",1
"kemajuan teknologi untuk mempermudah bukan sebaliknya, coba KAI, membuat program dalam aplikasi ini untuk memudahkan konsumen berangkat dari stasiun yang diinginkan ke stasiun tujuan cukup dengan 1 klik dan memberikan berbagai macam opsi kereta, baik commuter line, kereta lokal, dan kereta antar kota, sehingga kami konsumen dapat menyesuaikan kebutuhan cukup 1x membeli tiket semacam tiket terusan bila harus menggunakan lebih dari 1 macam jenis kereta (commuter line,lokal, dan antar kota)",5
"cuma mau kasih saran seharusnya tiket kereta api dikelasifisikan jauh dekat harga tiket nya berbeda dong . KRL commuter Jabodetabek aja harga tiketnya tidak sama rata , masa kereta api nya jauh dekat harga tiket sama . semoga kereta api Indonesia bisa mendengarkan saran saya. salam hormat 🙏😊",4
sangat bagus dan cepat,5
tolong buat pangembang jang di persulit dong perangkat saya jadi ga bisa pasang aplikasinya,2
Minta pemulihan kata sandi gagal terus,5
top markotop 👍👍👍,5
"ngaco,,,, gk ada jadwal yg tersedia,,,,",1
"Proses pembatalan super lama, nunggu pending sampai 3 hari blm pengembalian dana, ayolah buat semuanya mudah dan simpel. mohon di perbaiki lagi🙏",1
Susah banget yah pesen tiket,1
pelayanan mudah ramah dan cepat gaess keren dah sesuai dengan teknologi saat ini hitungam detik udah dapat tiket yg kalian mau.asal masih ada kuotanya .udah yaa,5
"ga bisa verifikasi loding nya lama amat padahal sinyal bagus, ga jelas , padahal mau mesen tiket ha ribet anjirr pas di coba lagi malah ga bisa nunggu 1 hari",1
"Pemesanan tiket sangat mudah, jadi senang",5
kenapa saya tidak bisa pesan tiket lewat aplikasi ini y?,5
mantap kai,5
"jujur kecewa kok di hp saya tiket tidak teraedia, sedangkan d hp temen saya tersedia banyak",1
good,5
keren,5
"aplikasinya bagus banget tapi sayang service railfood nya lama banget, udah 1 jam order ga dateng dateng.",5
"UI sudah lumayan, cuma bisa minta tolong UI dikasih gambar detail gerbong/ arah keberangkatan, jadi ada sistem integrasi dengan pusat sarana dengan aplikasi supaya lebih memudahkan penumpang, apalagi dengan KA Tawang Alun yang notabennya ada perpindahan lg lajur kereta. Untuk UX bisa dimaksimalkan lagi dalam pemilihan kereta, karena agak risih dalam sistem antrian tiket karena banyak yg gk kebagian tiket, bisa di pertimbangkan dgn sistem in memory queue, data sementara di user kmdn ke database",4
"aplikasinya gabisa dibuka, layarnya hitam doang",1
memudahkan bgt. maaksih,5
pelayanan ok,5
"aplikasi apaan ini 18 maret baru install. buat cek harga. tapi satupun tiket engga ada baik yg sudah habis atau belum, ganti tanggal engga ngaruh. sengaja kasih b5 biar pada baca",5
memuaskan,5
"tolong perbaiki, cek jadwal keberangkatan tiap 5-7x langsung ilang semua jadwal nya di semua hari tidak mau loading datanya, muncul tulisan tidak ada jadwal kereta (di semua hari) yang awalmada tiba"" hilang",1
Pembayaranya susah lag,2
"sangat sangat buruk, intinya buruk, masa saat hendak membeli tiket habis, tetapi saat akses kembali masih ada 4 kursi, saat mau membeli kembali habis.",2
very useful thanks KAI Acces,5
Aplikasi sangat membantu,5
"Bedakan mana jualan tiket dan mana jualan receh-recehan.. fokus aja sama penjualan tiket dan segala hal yang bersangkutan langsung dengan KAI, jangan segala diambil, jual tiket hotel pulsa pln paket data entertainment sudah ada ranahnya masing2.. rasanya jadi gak simple lagi ini access by KAI dan saking gak fokus nya penjualan tiket banyak eror ini aplikasi sering time out, masalah pembayaran kaipay, qris gak muncul.. Mohon segera diperbaiki lagi terimakasih.. Manajemen mana nih manajemen!!!",3
